route_id,service_id,trip_id,shape_id,trip_headsign,direction_id,block_id
21E,b2de3b5a-bea7-481a-98a5-c62b1807beca,7429a7a3-0380-4726-b10c-fcb74acafa59,42719558-c2a4-467d-8614-840defe90744,Express to Purdue Campus,1,4a20555b-2fba-499c-935e-718ff58fcb94
6A,87901baf-0994-499f-9975-63bb8fb0199c,0ba74fa0-39f0-45a5-a95c-7d0138dd3eeb,f71ad2a5-ff13-4379-adc1-e257c3e59f53,to Veterans Memorial Pkwy S / Walmart,0,cafd5b82-2002-4b8b-a20a-9c48aa1c3088
1B,c3b47a3f-853b-4e8f-8f8f-36a78b536dce,4cb3f2ca-07f4-4f6e-b972-f45d079d6cc8,716a1134-702e-43b2-8984-fd6f12a926a3,to CityBus Center,1,8a12c71d-3199-459c-9093-a70f92dce1db
4B,87901baf-0994-499f-9975-63bb8fb0199c,b276cc68-6bcb-4d32-aec2-9f090eabfb54,7218f1c2-a821-475e-840c-a049d1a625b1,to Campus & CityBus Center,1,238e89ef-d5be-4696-aac5-8ce39642daf1
2A,8412ba33-64c1-4466-b8ba-7a5056f942ea,71f13f56-d7f8-4d1e-ace7-118fa53a9a35,ae80f7da-68bb-4e11-82d9-4e434fd30733,to Schuyler Ave,1,899fa948-832e-4166-ab46-27691685781c
7,b2de3b5a-bea7-481a-98a5-c62b1807beca,8e473d76-2c8a-4420-aca4-182e64ea4d35,62c1143c-029a-4b43-9f4f-6d6f9c55bc76,to Walmart & Meijer,1,fed23068-e31d-49d8-87bf-41f597e7bcf4
8,31a67940-5b0a-493e-b9e2-9b93b15ff59a,a41fccd3-02f2-405c-a0d9-842cd36fb631,ff80a8f5-2afb-449a-8e43-76f253357b41,to Klondike Rd and Rutherford Dr,0,4b7e47a7-c3d9-4059-8d61-54ceced110d0
2A,9b84fbdb-8987-48b3-b034-b765a4d36474,fd2fefad-fc01-4f67-97dd-1f6c7d1b36f9,f42d1f15-dd59-4025-b28f-99a130b2d962,to CityBus Center,0,d3673445-822c-4d0d-8da7-acced4b2b369
16C,b2de3b5a-bea7-481a-98a5-c62b1807beca,85299361-c16d-497a-a481-3a23d5d63849,5001d1c6-c1ea-4d03-b8eb-45705b3c0f70,to Purdue Airport,0,71ee422f-5141-41f7-81a3-eaac8d4c263c
2B,9b84fbdb-8987-48b3-b034-b765a4d36474,1ba01720-9fa2-4e46-b504-0c43d0cfe5ad,33ace3e0-53ff-4dc0-a898-bd50817a1644,to CityBus Center,1,d3673445-822c-4d0d-8da7-acced4b2b369
1B,31a67940-5b0a-493e-b9e2-9b93b15ff59a,c0d0d4ab-368c-47f9-9551-6bd6d27db849,3c435a70-bd1f-4d17-86ca-139de51f22c9,to CityBus Center,1,8b7796da-0a70-4d85-b623-948d30d2efd1
8,c3b47a3f-853b-4e8f-8f8f-36a78b536dce,2c6addb3-f8aa-4e37-998d-e6d5e217c25f,ed975a1b-9d65-44e7-b9a1-fd5ab53a748b,to WL Walmart,1,b42bf592-da76-4c0b-8bed-8e7a6402e8f7
6B,87901baf-0994-499f-9975-63bb8fb0199c,ac6c8314-c84a-40cb-bd47-40377c026df9,76f6f48e-6195-424d-9f43-c18c77e27a27,to Beck Ln,1,a0dadc47-5427-40ec-9626-53ca8bf9bb79
2A,8412ba33-64c1-4466-b8ba-7a5056f942ea,1747aae1-41d8-41ff-9974-a587d4cd59bd,ae80f7da-68bb-4e11-82d9-4e434fd30733,to Schuyler Ave,1,899fa948-832e-4166-ab46-27691685781c
23,87901baf-0994-499f-9975-63bb8fb0199c,bf9fe4a3-9973-450a-83d0-41d578f8b6c2,a793c083-222b-4293-9d4e-f7454bbd6855,to Lafayette and Riverwalk Apts and TCCC,0,5b744d3c-fb15-4107-9bf9-436393425c40
7,b2de3b5a-bea7-481a-98a5-c62b1807beca,b645c17b-2fc3-444e-a444-6df32f39c3bb,62c1143c-029a-4b43-9f4f-6d6f9c55bc76,to Walmart & Meijer,1,fb5a6c32-3deb-4d7c-9243-46cd8a9ed763
1A,87901baf-0994-499f-9975-63bb8fb0199c,b35134e1-8c0a-4f71-92ec-f7de760f187d,f0bfdbab-3f2e-40c7-823b-27ed6dd81e54,to CityBus Center,1,59665c18-2538-46d8-9f16-9964305fa8ae
7,87901baf-0994-499f-9975-63bb8fb0199c,730355de-7a6c-4cb2-bc9a-2f5f190e46a5,b4417114-9ce7-42e9-936b-536f4ec21247,to CityBus Center,0,a82c983c-6cb1-4b34-ade2-c32d12fb99b6
21E,b2de3b5a-bea7-481a-98a5-c62b1807beca,dbdd227a-dde2-42ec-be41-ab8ae86d46b0,42719558-c2a4-467d-8614-840defe90744,Express to Purdue Campus,1,4a20555b-2fba-499c-935e-718ff58fcb94
6A,8412ba33-64c1-4466-b8ba-7a5056f942ea,47ddaf98-f3cc-4c9b-bbcb-9f892a8c0d82,bc162fca-a6bc-4e4e-99d8-3f4648da05ea,to CityBus Center,1,6450a572-426e-4bce-be27-90731ab06fc1
21E,b2de3b5a-bea7-481a-98a5-c62b1807beca,062a12ce-fa7f-4f82-81f7-4618427cad8a,42719558-c2a4-467d-8614-840defe90744,Express to Purdue Campus,1,ee61d9b8-bff8-4525-9e1f-3d6bb9814792
1A,b2de3b5a-bea7-481a-98a5-c62b1807beca,133e69a6-e965-418c-9666-a66996f8efb5,f0bfdbab-3f2e-40c7-823b-27ed6dd81e54,to CityBus Center,1,761f6fb6-f586-4f58-b920-516e50019f3a
1B,87901baf-0994-499f-9975-63bb8fb0199c,648c80df-d3ba-4629-9eee-59b3e7b677bc,3c435a70-bd1f-4d17-86ca-139de51f22c9,to CityBus Center,1,f02f70b7-dde2-4b06-86e3-55d3397bdb84
6A,9b84fbdb-8987-48b3-b034-b765a4d36474,70117edd-59ed-41de-aac2-450a7ef93a2b,f71ad2a5-ff13-4379-adc1-e257c3e59f53,to Veterans Memorial Pkwy S / Walmart,0,3e700deb-7aa3-4e7b-8f93-1d3a820844e7
15C,b2de3b5a-bea7-481a-98a5-c62b1807beca,bab78117-7c98-4bc0-848e-ea7f5eef0369,e585597e-0bea-47a2-b2ad-5525a03f22ee,to Tower Acres,0,483547ff-8aef-4f8e-a644-ca005ff788b3
4A,87901baf-0994-499f-9975-63bb8fb0199c,b0be16cd-8d8d-4e3e-a17a-e586ea23e3f9,106b7a4b-c510-4c36-84f3-e9ba6c6a9e1a,to Tippecanoe Mall,0,2aa1059c-83a6-468a-8e79-c7fd179f8d09
4B,b2de3b5a-bea7-481a-98a5-c62b1807beca,f1853761-939a-41a0-91f5-64a42d4a7caf,7218f1c2-a821-475e-840c-a049d1a625b1,to Campus & CityBus Center,1,9a784c3a-a69e-4129-9198-0ada16b6fdd0
6A,9b84fbdb-8987-48b3-b034-b765a4d36474,fa95f416-3a0f-4644-a9dc-92eb1d7e527c,cb61ff86-9f1a-46c0-9881-c76c0287240f,to CityBus Center,1,3e700deb-7aa3-4e7b-8f93-1d3a820844e7
7,8412ba33-64c1-4466-b8ba-7a5056f942ea,5260c0e9-31b1-4ff4-a534-13ac1d18e21e,62c1143c-029a-4b43-9f4f-6d6f9c55bc76,to Walmart & Meijer,1,775444c6-2255-4585-b6b8-8d8e1bffef96
8,c3b47a3f-853b-4e8f-8f8f-36a78b536dce,813186d2-f4e8-4b47-bdad-350a1956516e,ed975a1b-9d65-44e7-b9a1-fd5ab53a748b,to WL Walmart,1,b42bf592-da76-4c0b-8bed-8e7a6402e8f7
16C,b2de3b5a-bea7-481a-98a5-c62b1807beca,eb85c4fc-8056-4d35-b13e-f1143ad13b71,0b4c0e9d-9ceb-4424-84ef-0c222182a7ed,to Purdue Campus University Hall,1,f041ebb5-27b7-46ad-ba2b-b70ad51031cc
1B,b2de3b5a-bea7-481a-98a5-c62b1807beca,eaa7af52-8ede-4845-8cdb-e6664a16ec4f,fa1bfc2a-4aa5-4966-81d1-33a2a1ea14c6,to WL Walmart and Meijer,0,c1abf7f5-a1cd-4043-973d-05a0e3578f1c
9,b2de3b5a-bea7-481a-98a5-c62b1807beca,fa963cb0-ff63-4128-8e5b-7fc8a50637fd,a9ab1807-2920-4cd6-b08d-3a8d7d8d9820,Park East to Park East Blvd and IU Hospital & SIA,0,abb2fc41-8019-480b-bbed-eaab4304b8f6
23,9b84fbdb-8987-48b3-b034-b765a4d36474,9e3241c4-9c85-4f91-bf3a-5e0fdf61d44c,a793c083-222b-4293-9d4e-f7454bbd6855,to Lafayette and Riverwalk Apts and TCCC,0,101b6205-8d6f-4699-b22c-62c463db5ed6
4B,87901baf-0994-499f-9975-63bb8fb0199c,f9abaf5e-9a53-4567-9ae0-de809723f19a,7218f1c2-a821-475e-840c-a049d1a625b1,to Campus & CityBus Center,1,238e89ef-d5be-4696-aac5-8ce39642daf1
24E,b2de3b5a-bea7-481a-98a5-c62b1807beca,6190a9c7-aad6-4c52-8db0-51de15d05fae,f8091890-6a74-4783-b6f3-0328c8090a51,Express to Redpoint Apts,0,227f8624-9320-4531-b4b0-04de0f75d70e
8,87901baf-0994-499f-9975-63bb8fb0199c,9f2347c3-2627-49b1-b6a5-024e070ed1db,ff80a8f5-2afb-449a-8e43-76f253357b41,to Klondike Rd and Rutherford Dr,0,a72b8cc0-c631-45d7-ad23-7e034a84a6dd
23,87901baf-0994-499f-9975-63bb8fb0199c,a12dc9bc-7a05-423e-b9e2-0e802909017e,a793c083-222b-4293-9d4e-f7454bbd6855,to Lafayette and Riverwalk Apts and TCCC,0,4e99d3f5-bc49-4db6-9acc-51c27be15783
1B,8412ba33-64c1-4466-b8ba-7a5056f942ea,f53e9753-6993-4f78-bce0-e453d5a535f4,3c435a70-bd1f-4d17-86ca-139de51f22c9,to CityBus Center,1,b452154a-e998-4d79-85c7-f902caee7f75
7,9b84fbdb-8987-48b3-b034-b765a4d36474,14296eb5-ed69-426a-898e-48a43baba210,77ef10ae-585a-4bc9-adff-fc125f0932d2,to CityBus Center,0,9fa1182d-7774-4689-9508-6fd1d644a7cb
8,b2de3b5a-bea7-481a-98a5-c62b1807beca,eab7912e-6dae-496d-93b3-fbb261198ce9,ed975a1b-9d65-44e7-b9a1-fd5ab53a748b,to WL Walmart,1,d0f283ed-ea28-41e3-afc1-0aad5e01ced0
8,87901baf-0994-499f-9975-63bb8fb0199c,a99bfdc0-135e-4b03-8fb9-ab461152cf54,ed975a1b-9d65-44e7-b9a1-fd5ab53a748b,to WL Walmart,1,a72b8cc0-c631-45d7-ad23-7e034a84a6dd
2B,b2de3b5a-bea7-481a-98a5-c62b1807beca,afc01b7b-c6c4-4b26-9952-342413ca3cfa,8893a0f4-c34d-4fc9-a9fb-8e833fee37ca,to Union St & Underwood St,0,e4538e63-e638-47da-b8b3-73b5e6b75ed6
1B,c3b47a3f-853b-4e8f-8f8f-36a78b536dce,50817667-271e-4461-b702-e89722ff44be,fa1bfc2a-4aa5-4966-81d1-33a2a1ea14c6,to WL Walmart and Meijer,0,8a12c71d-3199-459c-9093-a70f92dce1db
24E,b2de3b5a-bea7-481a-98a5-c62b1807beca,367ba2b0-94af-4055-ac6f-de4634e70496,f8091890-6a74-4783-b6f3-0328c8090a51,Express to Redpoint Apts,0,227f8624-9320-4531-b4b0-04de0f75d70e
3,31a67940-5b0a-493e-b9e2-9b93b15ff59a,1948c8bf-3ad9-491f-81dc-10a296ac0b9c,75965b70-7ad7-4945-be19-cfb16a1b3fa6,to CityBus Center,1,435b08c2-2b41-4a59-a05b-92b7b2999d5a
8,8412ba33-64c1-4466-b8ba-7a5056f942ea,528381a3-b8c1-4629-8939-968edc445f17,ff80a8f5-2afb-449a-8e43-76f253357b41,to Klondike Rd and Rutherford Dr,0,3abd4565-8a6f-47d1-986c-29d0c65b7757
1B,c3b47a3f-853b-4e8f-8f8f-36a78b536dce,b7100fe1-d2fe-49c6-ab2f-850fc6d9f4f4,3c435a70-bd1f-4d17-86ca-139de51f22c9,to CityBus Center,1,8a12c71d-3199-459c-9093-a70f92dce1db
8,8412ba33-64c1-4466-b8ba-7a5056f942ea,1c9767cb-a963-457e-92ac-4d8f28e9da25,ed975a1b-9d65-44e7-b9a1-fd5ab53a748b,to WL Walmart,1,3abd4565-8a6f-47d1-986c-29d0c65b7757
6A,87901baf-0994-499f-9975-63bb8fb0199c,67a752e9-6459-437c-b0f6-880c1796a59a,f71ad2a5-ff13-4379-adc1-e257c3e59f53,to Veterans Memorial Pkwy S / Walmart,0,f9e7e5e4-fda6-4124-aafa-1180b0b58437
3,9b84fbdb-8987-48b3-b034-b765a4d36474,fca06697-a9b3-4b43-b1bd-19098abf9f51,75965b70-7ad7-4945-be19-cfb16a1b3fa6,to CityBus Center,1,1f80988e-b7dd-42a2-a344-e22d270bd994
5,b2de3b5a-bea7-481a-98a5-c62b1807beca,c8047f97-49b8-4f41-b244-7b70f9180dd6,c5ec81b9-e850-475e-af29-7b3b1d08551d,to Purdue Campus and PMU,1,821207e0-0e3b-4cb6-a054-9d5826ee900a
2A,8412ba33-64c1-4466-b8ba-7a5056f942ea,929fe55b-9415-467f-917c-3f812dd64daa,f42d1f15-dd59-4025-b28f-99a130b2d962,to CityBus Center,0,899fa948-832e-4166-ab46-27691685781c
1A,8412ba33-64c1-4466-b8ba-7a5056f942ea,54d0d8e0-b22b-4992-91b7-213fe82a0219,5a3bff2c-b3f2-4911-8ef6-442c2d85d857,to Tippecanoe Mall,0,d5c70b05-45de-4495-a12f-6245084e77a7
3,b2de3b5a-bea7-481a-98a5-c62b1807beca,04c95f01-7a63-44e3-9456-30d5b441d09b,75965b70-7ad7-4945-be19-cfb16a1b3fa6,to CityBus Center,1,2fe9b1d5-8164-4942-877c-5238ce7a7971
2A,87901baf-0994-499f-9975-63bb8fb0199c,5e4a4b25-82a8-4650-a170-22792052820c,f42d1f15-dd59-4025-b28f-99a130b2d962,to CityBus Center,0,4cc4094a-f822-4c9b-a9f7-b55b10fc089a
1A,b2de3b5a-bea7-481a-98a5-c62b1807beca,8ff59caa-0811-482c-a3e8-d0ce32dfae22,f0bfdbab-3f2e-40c7-823b-27ed6dd81e54,to CityBus Center,1,761f6fb6-f586-4f58-b920-516e50019f3a
15C,b2de3b5a-bea7-481a-98a5-c62b1807beca,833028d5-0378-4856-b619-71e848a864cd,e585597e-0bea-47a2-b2ad-5525a03f22ee,to Tower Acres,0,483547ff-8aef-4f8e-a644-ca005ff788b3
1A,87901baf-0994-499f-9975-63bb8fb0199c,9ce353bc-88c6-410a-8f39-ef928577c54f,5a3bff2c-b3f2-4911-8ef6-442c2d85d857,to Tippecanoe Mall,0,59665c18-2538-46d8-9f16-9964305fa8ae
2A,87901baf-0994-499f-9975-63bb8fb0199c,be813c66-5ad8-461e-85c9-27160a15ef36,ae80f7da-68bb-4e11-82d9-4e434fd30733,to Schuyler Ave,1,6ea25583-66c4-4a15-ac7c-d847817725b9
4B,87901baf-0994-499f-9975-63bb8fb0199c,5f6f4e19-e4f2-4160-a37c-d99174c7821f,7218f1c2-a821-475e-840c-a049d1a625b1,to Campus & CityBus Center,1,238e89ef-d5be-4696-aac5-8ce39642daf1
21E,b2de3b5a-bea7-481a-98a5-c62b1807beca,6541d170-2d9c-40e3-b6e3-2db8f626ee20,55c5e2f3-e55e-4b4b-b0e1-0f46278e7d95,Express to Lark & Alight Apts,0,4a20555b-2fba-499c-935e-718ff58fcb94
6A,9b84fbdb-8987-48b3-b034-b765a4d36474,51f0b23d-9282-4b98-a1fb-057ac78a7c6a,f71ad2a5-ff13-4379-adc1-e257c3e59f53,to Veterans Memorial Pkwy S / Walmart,0,3e700deb-7aa3-4e7b-8f93-1d3a820844e7
4B,b2de3b5a-bea7-481a-98a5-c62b1807beca,0291f365-5dba-4534-97b7-1d5b8e1a1a51,7218f1c2-a821-475e-840c-a049d1a625b1,to Campus & CityBus Center,1,9a784c3a-a69e-4129-9198-0ada16b6fdd0
4A,8412ba33-64c1-4466-b8ba-7a5056f942ea,9cd86932-0287-490d-9e44-f7622b99bad8,106b7a4b-c510-4c36-84f3-e9ba6c6a9e1a,to Tippecanoe Mall,0,d5c70b05-45de-4495-a12f-6245084e77a7
3,8412ba33-64c1-4466-b8ba-7a5056f942ea,1902b378-6f28-44d7-9d8e-cf01b81766e7,b8c15b96-4ecb-4c22-87aa-527ace63b880,Lafayette Square to Ivy Tech & Tippecanoe Mall,0,ba91ea8d-429b-451f-ad3d-d2c858d8e659
6A,87901baf-0994-499f-9975-63bb8fb0199c,6fcd6769-68eb-4395-b2a3-e371a7a52a47,79dad13b-4042-4d5e-a786-240646d7578c,to CityBus Center,1,cafd5b82-2002-4b8b-a20a-9c48aa1c3088
3,31a67940-5b0a-493e-b9e2-9b93b15ff59a,50692338-cd54-404a-8bf2-04e197331922,b8c15b96-4ecb-4c22-87aa-527ace63b880,Lafayette Square to Ivy Tech & Tippecanoe Mall,0,096c9d9f-14ca-49d1-8570-299660b36a29
15C,b2de3b5a-bea7-481a-98a5-c62b1807beca,35bbf2ba-46db-4dbc-805e-eedbc5e9cb37,e585597e-0bea-47a2-b2ad-5525a03f22ee,to Tower Acres,0,ee991dec-f85c-483a-ad93-5e101c371ead
9,b2de3b5a-bea7-481a-98a5-c62b1807beca,048aa7d0-caa4-450a-aa0d-40da1aea3865,a9ab1807-2920-4cd6-b08d-3a8d7d8d9820,Park East to Park East Blvd and IU Hospital & SIA,0,abb2fc41-8019-480b-bbed-eaab4304b8f6
3,8412ba33-64c1-4466-b8ba-7a5056f942ea,a35f8d99-c26b-4286-b0ea-22fdd3e2306e,75965b70-7ad7-4945-be19-cfb16a1b3fa6,to CityBus Center,1,ba91ea8d-429b-451f-ad3d-d2c858d8e659
16C,b2de3b5a-bea7-481a-98a5-c62b1807beca,1282aaad-ef7a-4759-b846-2e7abadd76df,5001d1c6-c1ea-4d03-b8eb-45705b3c0f70,to Purdue Airport,0,ff7dd99c-20a8-425d-8da2-293233358010
4A,b2de3b5a-bea7-481a-98a5-c62b1807beca,7136dd0a-8ddb-400c-a079-fa0405f16ed7,106b7a4b-c510-4c36-84f3-e9ba6c6a9e1a,to Tippecanoe Mall,0,1cfbfb2d-8df6-4f6b-9284-5d81a14e3da9
2B,b2de3b5a-bea7-481a-98a5-c62b1807beca,f0341151-8e4c-4270-b04d-f7d2820340da,8893a0f4-c34d-4fc9-a9fb-8e833fee37ca,to Union St & Underwood St,0,8d56c026-2c7c-4552-b2b3-c7289fd47c84
8,9b84fbdb-8987-48b3-b034-b765a4d36474,cb6496dc-8323-4808-9e8c-761cbf7438b1,ed975a1b-9d65-44e7-b9a1-fd5ab53a748b,to WL Walmart,1,f340cdfa-e8c2-4af4-b844-eb392870e352
15C,b2de3b5a-bea7-481a-98a5-c62b1807beca,8cd838f5-d34a-441b-a2f2-109d1104ab08,e585597e-0bea-47a2-b2ad-5525a03f22ee,to Tower Acres,0,ee991dec-f85c-483a-ad93-5e101c371ead
3,87901baf-0994-499f-9975-63bb8fb0199c,bd860b6c-44ba-4e3d-b169-b8f00e7d6638,27d96cf3-940c-495a-ba0e-94d497c2f149,to CityBus Center,1,b593b59d-6e8f-4b62-bfa4-d23b20cc13da
4A,b2de3b5a-bea7-481a-98a5-c62b1807beca,045a301a-1181-427e-b97d-1203b01a56ee,106b7a4b-c510-4c36-84f3-e9ba6c6a9e1a,to Tippecanoe Mall,0,761f6fb6-f586-4f58-b920-516e50019f3a
35E,b2de3b5a-bea7-481a-98a5-c62b1807beca,fbc3251c-ff31-43f9-a923-d8def84bb560,70814020-a9b7-44ef-a20e-fb5aff6b77a5,Village West/Cottage Apts to/from Purdue,0,6b98cce4-9fb9-48b6-b9ce-75f46ee83964
4A,9b84fbdb-8987-48b3-b034-b765a4d36474,0f9540a8-b833-4a34-9e7a-a599b5f3fed9,2a068c67-dc1e-4ead-a035-c4161cb0a07e,to CityBus Center,1,3e2b3dc4-ab91-451e-a418-7de785faa3fe
21E,b2de3b5a-bea7-481a-98a5-c62b1807beca,2c630032-fc69-4422-a108-ad340af80806,42719558-c2a4-467d-8614-840defe90744,Express to Purdue Campus,1,4a20555b-2fba-499c-935e-718ff58fcb94
1B,87901baf-0994-499f-9975-63bb8fb0199c,58d755fe-f3d6-4615-95e7-dde0b0625cad,fa1bfc2a-4aa5-4966-81d1-33a2a1ea14c6,to WL Walmart and Meijer,0,875a1222-d433-4375-b49a-093ad5a411e5
8,8412ba33-64c1-4466-b8ba-7a5056f942ea,c01a0a77-5b4c-4f00-9823-44bbf88c48ad,ff80a8f5-2afb-449a-8e43-76f253357b41,to Klondike Rd and Rutherford Dr,0,3abd4565-8a6f-47d1-986c-29d0c65b7757
13C,b2de3b5a-bea7-481a-98a5-c62b1807beca,618a0dd5-5480-4460-b56d-7ca370f9df6c,5394dfa6-526f-417d-96b5-51e5d4ce396d,to Dorms & Dining Halls & Physics,0,e4e06e79-5efd-4427-8b64-b2f9ee3ed66c
5,b2de3b5a-bea7-481a-98a5-c62b1807beca,2984c223-40be-4c86-9a18-2ad8bcfcd25e,c5ec81b9-e850-475e-af29-7b3b1d08551d,to Purdue Campus and PMU,1,3c7d5aa9-2d1e-47a6-9683-511209594c60
8,c3b47a3f-853b-4e8f-8f8f-36a78b536dce,4e4ed15d-c528-4e77-a8b6-d434d614819a,ed975a1b-9d65-44e7-b9a1-fd5ab53a748b,to WL Walmart,1,b42bf592-da76-4c0b-8bed-8e7a6402e8f7
1A,9b84fbdb-8987-48b3-b034-b765a4d36474,fab79e78-7c5e-4c3c-9b75-44ec5bccc638,5a3bff2c-b3f2-4911-8ef6-442c2d85d857,to Tippecanoe Mall,0,18e77828-1dc8-4b6b-9498-f70ff3d3412a
3,87901baf-0994-499f-9975-63bb8fb0199c,3d1f1154-b28f-4294-8613-37c065305ec4,75965b70-7ad7-4945-be19-cfb16a1b3fa6,to CityBus Center,1,a82c983c-6cb1-4b34-ade2-c32d12fb99b6
16C,b2de3b5a-bea7-481a-98a5-c62b1807beca,f220fc2b-6355-4e92-b015-911bdde423f2,5001d1c6-c1ea-4d03-b8eb-45705b3c0f70,to Purdue Airport,0,71ee422f-5141-41f7-81a3-eaac8d4c263c
1B,c3b47a3f-853b-4e8f-8f8f-36a78b536dce,9211c541-e167-4bfd-9974-b4bdb29002bb,3c435a70-bd1f-4d17-86ca-139de51f22c9,to CityBus Center,1,8a12c71d-3199-459c-9093-a70f92dce1db
1A,b2de3b5a-bea7-481a-98a5-c62b1807beca,35fd24cf-b06a-4bc8-b1ad-addab5742287,f0bfdbab-3f2e-40c7-823b-27ed6dd81e54,to CityBus Center,1,1cfbfb2d-8df6-4f6b-9284-5d81a14e3da9
4A,c3b47a3f-853b-4e8f-8f8f-36a78b536dce,7aa94ad0-f54f-4a19-9d31-136e6914ffdc,2a068c67-dc1e-4ead-a035-c4161cb0a07e,to CityBus Center,1,04e0bf66-8521-4d9d-988d-f705e6ba4750
2A,8412ba33-64c1-4466-b8ba-7a5056f942ea,bd131370-953e-4d5c-8024-3422ed549b37,2713ba46-9e58-4dcd-8a32-2cb9dcf2490b,to CityBus Center,0,899fa948-832e-4166-ab46-27691685781c
7,87901baf-0994-499f-9975-63bb8fb0199c,a3114e54-53d7-4f5b-8338-a0a7e97e2afd,62c1143c-029a-4b43-9f4f-6d6f9c55bc76,to Walmart & Meijer,1,a82c983c-6cb1-4b34-ade2-c32d12fb99b6
7,87901baf-0994-499f-9975-63bb8fb0199c,3fdb2fd3-0c32-498c-8d60-6a763472bb00,62c1143c-029a-4b43-9f4f-6d6f9c55bc76,to Walmart & Meijer,1,748ca9f1-f73e-446b-aacd-be25a1a1a260
6A,b2de3b5a-bea7-481a-98a5-c62b1807beca,bf9cb955-ab2c-4f89-84bf-2c869d775fb8,f71ad2a5-ff13-4379-adc1-e257c3e59f53,to Veterans Memorial Pkwy S / Walmart,0,c4253f3a-9479-44c4-9d6e-eade83b7516b
6A,9b84fbdb-8987-48b3-b034-b765a4d36474,1ed8d464-4c31-4295-923b-d9f7f67378b3,cb61ff86-9f1a-46c0-9881-c76c0287240f,to CityBus Center,1,7001ac04-67ef-42b4-ae6e-615dc93da278
6A,8412ba33-64c1-4466-b8ba-7a5056f942ea,0318d1cf-1feb-4bb8-9848-796c639d5f37,f71ad2a5-ff13-4379-adc1-e257c3e59f53,to Veterans Memorial Pkwy S / Walmart,0,6450a572-426e-4bce-be27-90731ab06fc1
35E,b2de3b5a-bea7-481a-98a5-c62b1807beca,94844288-1851-4767-8d20-5a81be4508a8,12f97034-fc21-44ef-b9d2-1b478749ee65,Village West/Cottage Apts to/from Purdue,0,e417791c-0d50-41f2-9d32-5fcc1476ba8c
10,8412ba33-64c1-4466-b8ba-7a5056f942ea,638abd23-124e-41b7-9cf9-955b182ae965,56fdf086-7941-45a1-afb3-b928148109a2,to Shining Armor Ln,0,de57a84d-2fe9-4ab9-b5cc-7b2585e7ecb4
6B,8412ba33-64c1-4466-b8ba-7a5056f942ea,b179faaf-8b9f-4eb5-98f7-e331157a63e1,132fa334-e471-472b-921c-7d18439221cb,to CityBus Center,0,b1209110-2e10-448c-a3f0-642d60944cee
10,b2de3b5a-bea7-481a-98a5-c62b1807beca,d2988322-afff-48eb-bbd1-2e66c5b0e9a1,624d1f32-a356-47fb-b477-afd271f462cd,to Yeager Rd and Purdue,1,55b469b9-28e2-4428-a501-3fca006388b4
6A,9b84fbdb-8987-48b3-b034-b765a4d36474,5b3c9c6b-c97d-476e-b732-f506b3675399,f71ad2a5-ff13-4379-adc1-e257c3e59f53,to Veterans Memorial Pkwy S / Walmart,0,3e700deb-7aa3-4e7b-8f93-1d3a820844e7
1A,9b84fbdb-8987-48b3-b034-b765a4d36474,600406db-d5c7-4032-a22b-540af6822215,f0bfdbab-3f2e-40c7-823b-27ed6dd81e54,to CityBus Center,1,18e77828-1dc8-4b6b-9498-f70ff3d3412a
2A,87901baf-0994-499f-9975-63bb8fb0199c,db6b5e95-fb02-4d05-8c45-b4c4b89879bb,ae80f7da-68bb-4e11-82d9-4e434fd30733,to Schuyler Ave,1,4cc4094a-f822-4c9b-a9f7-b55b10fc089a
3,b2de3b5a-bea7-481a-98a5-c62b1807beca,7145ed37-3427-4560-92fb-3a3ad21c19fc,b8c15b96-4ecb-4c22-87aa-527ace63b880,Lafayette Square to Ivy Tech & Tippecanoe Mall,0,07465403-bed2-4202-8278-7038ab9332d5
4A,9b84fbdb-8987-48b3-b034-b765a4d36474,281644e3-e6ad-4cf7-b3c6-60cd9a6506d6,2a068c67-dc1e-4ead-a035-c4161cb0a07e,to CityBus Center,1,f8adfc8a-3f80-4f32-a1f9-db8e681bfa60
9,b2de3b5a-bea7-481a-98a5-c62b1807beca,460e2257-3364-483f-b8c9-14b54ba3fe85,bb92f4e4-7c69-4f9a-a86b-ab4a6ebf37f7,to CityBus Center,1,a81b1636-a298-42da-b1e3-70ce7cb7ef5c
7,87901baf-0994-499f-9975-63bb8fb0199c,91f72fe8-07be-4e3c-af16-2d35c136e085,62c1143c-029a-4b43-9f4f-6d6f9c55bc76,to Walmart & Meijer,1,a82c983c-6cb1-4b34-ade2-c32d12fb99b6
8,b2de3b5a-bea7-481a-98a5-c62b1807beca,7ccc2eb0-8dbf-4277-b1cc-d4c106143b18,ff80a8f5-2afb-449a-8e43-76f253357b41,to Klondike Rd and Rutherford Dr,0,d0f283ed-ea28-41e3-afc1-0aad5e01ced0
2A,b2de3b5a-bea7-481a-98a5-c62b1807beca,e3156748-d430-4766-b3fb-823baad69a61,f42d1f15-dd59-4025-b28f-99a130b2d962,to CityBus Center,0,8d56c026-2c7c-4552-b2b3-c7289fd47c84
7,b2de3b5a-bea7-481a-98a5-c62b1807beca,1149fda5-f611-4f9a-9e9b-376f0a832656,b4417114-9ce7-42e9-936b-536f4ec21247,to CityBus Center,0,fb5a6c32-3deb-4d7c-9243-46cd8a9ed763
