service_id,date,exception_type
31a67940-5b0a-493e-b9e2-9b93b15ff59a,20250525,1
543f3136-6ce7-4902-a39e-64db2236e3cf,20250526,1
87901baf-0994-499f-9975-63bb8fb0199c,20250527,1
87901baf-0994-499f-9975-63bb8fb0199c,20250528,1
87901baf-0994-499f-9975-63bb8fb0199c,20250529,1
87901baf-0994-499f-9975-63bb8fb0199c,20250530,1
8412ba33-64c1-4466-b8ba-7a5056f942ea,20250531,1
31a67940-5b0a-493e-b9e2-9b93b15ff59a,20250601,1
87901baf-0994-499f-9975-63bb8fb0199c,20250602,1
87901baf-0994-499f-9975-63bb8fb0199c,20250603,1
87901baf-0994-499f-9975-63bb8fb0199c,20250604,1
87901baf-0994-499f-9975-63bb8fb0199c,20250605,1
87901baf-0994-499f-9975-63bb8fb0199c,20250606,1
8412ba33-64c1-4466-b8ba-7a5056f942ea,20250607,1
31a67940-5b0a-493e-b9e2-9b93b15ff59a,20250608,1
87901baf-0994-499f-9975-63bb8fb0199c,20250609,1
87901baf-0994-499f-9975-63bb8fb0199c,20250610,1
87901baf-0994-499f-9975-63bb8fb0199c,20250611,1
87901baf-0994-499f-9975-63bb8fb0199c,20250612,1
87901baf-0994-499f-9975-63bb8fb0199c,20250613,1
8412ba33-64c1-4466-b8ba-7a5056f942ea,20250614,1
31a67940-5b0a-493e-b9e2-9b93b15ff59a,20250615,1
87901baf-0994-499f-9975-63bb8fb0199c,20250616,1
87901baf-0994-499f-9975-63bb8fb0199c,20250617,1
87901baf-0994-499f-9975-63bb8fb0199c,20250618,1
87901baf-0994-499f-9975-63bb8fb0199c,20250619,1
87901baf-0994-499f-9975-63bb8fb0199c,20250620,1
8412ba33-64c1-4466-b8ba-7a5056f942ea,20250621,1
31a67940-5b0a-493e-b9e2-9b93b15ff59a,20250622,1
87901baf-0994-499f-9975-63bb8fb0199c,20250623,1
87901baf-0994-499f-9975-63bb8fb0199c,20250624,1
87901baf-0994-499f-9975-63bb8fb0199c,20250625,1
87901baf-0994-499f-9975-63bb8fb0199c,20250626,1
87901baf-0994-499f-9975-63bb8fb0199c,20250627,1
8412ba33-64c1-4466-b8ba-7a5056f942ea,20250628,1
31a67940-5b0a-493e-b9e2-9b93b15ff59a,20250629,1
87901baf-0994-499f-9975-63bb8fb0199c,20250630,1
87901baf-0994-499f-9975-63bb8fb0199c,20250701,1
87901baf-0994-499f-9975-63bb8fb0199c,20250702,1
87901baf-0994-499f-9975-63bb8fb0199c,20250703,1
543f3136-6ce7-4902-a39e-64db2236e3cf,20250704,1
8412ba33-64c1-4466-b8ba-7a5056f942ea,20250705,1
31a67940-5b0a-493e-b9e2-9b93b15ff59a,20250706,1
87901baf-0994-499f-9975-63bb8fb0199c,20250707,1
87901baf-0994-499f-9975-63bb8fb0199c,20250708,1
87901baf-0994-499f-9975-63bb8fb0199c,20250709,1
87901baf-0994-499f-9975-63bb8fb0199c,20250710,1
87901baf-0994-499f-9975-63bb8fb0199c,20250711,1
8412ba33-64c1-4466-b8ba-7a5056f942ea,20250712,1
31a67940-5b0a-493e-b9e2-9b93b15ff59a,20250713,1
87901baf-0994-499f-9975-63bb8fb0199c,20250714,1
87901baf-0994-499f-9975-63bb8fb0199c,20250715,1
87901baf-0994-499f-9975-63bb8fb0199c,20250716,1
87901baf-0994-499f-9975-63bb8fb0199c,20250717,1
87901baf-0994-499f-9975-63bb8fb0199c,20250718,1
8412ba33-64c1-4466-b8ba-7a5056f942ea,20250719,1
31a67940-5b0a-493e-b9e2-9b93b15ff59a,20250720,1
87901baf-0994-499f-9975-63bb8fb0199c,20250721,1
87901baf-0994-499f-9975-63bb8fb0199c,20250722,1
87901baf-0994-499f-9975-63bb8fb0199c,20250723,1
87901baf-0994-499f-9975-63bb8fb0199c,20250724,1
87901baf-0994-499f-9975-63bb8fb0199c,20250725,1
8412ba33-64c1-4466-b8ba-7a5056f942ea,20250726,1
31a67940-5b0a-493e-b9e2-9b93b15ff59a,20250727,1
87901baf-0994-499f-9975-63bb8fb0199c,20250728,1
87901baf-0994-499f-9975-63bb8fb0199c,20250729,1
87901baf-0994-499f-9975-63bb8fb0199c,20250730,1
87901baf-0994-499f-9975-63bb8fb0199c,20250731,1
87901baf-0994-499f-9975-63bb8fb0199c,20250801,1
8412ba33-64c1-4466-b8ba-7a5056f942ea,20250802,1
31a67940-5b0a-493e-b9e2-9b93b15ff59a,20250803,1
87901baf-0994-499f-9975-63bb8fb0199c,20250804,1
87901baf-0994-499f-9975-63bb8fb0199c,20250805,1
87901baf-0994-499f-9975-63bb8fb0199c,20250806,1
87901baf-0994-499f-9975-63bb8fb0199c,20250807,1
87901baf-0994-499f-9975-63bb8fb0199c,20250808,1
8412ba33-64c1-4466-b8ba-7a5056f942ea,20250809,1
31a67940-5b0a-493e-b9e2-9b93b15ff59a,20250810,1
87901baf-0994-499f-9975-63bb8fb0199c,20250811,1
87901baf-0994-499f-9975-63bb8fb0199c,20250812,1
87901baf-0994-499f-9975-63bb8fb0199c,20250813,1
87901baf-0994-499f-9975-63bb8fb0199c,20250814,1
87901baf-0994-499f-9975-63bb8fb0199c,20250815,1
8412ba33-64c1-4466-b8ba-7a5056f942ea,20250816,1
31a67940-5b0a-493e-b9e2-9b93b15ff59a,20250817,1
