shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
e81bb089-9706-4260-bf6e-57a054f3429f,40.4331989442631,-86.8653162767762,61,3547.14
e81bb089-9706-4260-bf6e-57a054f3429f,40.4333037142672,-86.8652429265821,63,3562.18
e81bb089-9706-4260-bf6e-57a054f3429f,40.4246688142221,-86.8866833678891,26,1261.31
e81bb089-9706-4260-bf6e-57a054f3429f,40.4359126047034,-86.8621747490117,71,3968.35
fa3c48c4-e5ed-42ea-a149-8f48abc3adb2,40.3914834313002,-86.8492332731942,71,5857.6
cf98ced7-c172-4e65-98ed-b92c8d5118ed,40.3876301877278,-86.9122099526054,98,7504.65
fa3c48c4-e5ed-42ea-a149-8f48abc3adb2,40.4173114328726,-86.8930176793897,4,500.29
28e019d7-aabd-407a-8617-6fb357801f08,40.3889349733373,-86.8387604295256,11,815.59
28e019d7-aabd-407a-8617-6fb357801f08,40.3893031567733,-86.8394717235345,12,888.38
28e019d7-aabd-407a-8617-6fb357801f08,40.389442,-86.839644,13,909.61
01f4d3e9-bd6a-4bca-ab3c-3b44e6831475,40.3835867573969,-86.8993930160638,101,7453.46
cf98ced7-c172-4e65-98ed-b92c8d5118ed,40.3893870347373,-86.9128295429247,99,7706.79
cf98ced7-c172-4e65-98ed-b92c8d5118ed,40.3896900862392,-86.912993743034,100,7743.22
cf98ced7-c172-4e65-98ed-b92c8d5118ed,40.3920971699227,-86.9138411533454,101,8020.14
28e019d7-aabd-407a-8617-6fb357801f08,40.3850862165915,-86.8417493326588,8,318.58
cf98ced7-c172-4e65-98ed-b92c8d5118ed,40.3817705430898,-86.8730308394904,33,3155.17
cf98ced7-c172-4e65-98ed-b92c8d5118ed,40.3817509646447,-86.8754219606152,34,3357.58
fa3c48c4-e5ed-42ea-a149-8f48abc3adb2,40.39185,-86.84846,75,5938.18
28e019d7-aabd-407a-8617-6fb357801f08,40.3854503026687,-86.8414272413283,9,367.37
e81bb089-9706-4260-bf6e-57a054f3429f,40.4247107108584,-86.8840883229896,30,1482.54
4aac4c21-daca-4d3b-abb9-c9efb54fea4a,40.455933818216,-86.929813277302,70,6192.65
4aac4c21-daca-4d3b-abb9-c9efb54fea4a,40.4574098016112,-86.9306852872122,71,6372.47
4aac4c21-daca-4d3b-abb9-c9efb54fea4a,40.4240792296205,-86.9143915939448,20,1425.89
4aac4c21-daca-4d3b-abb9-c9efb54fea4a,40.4240992545072,-86.9156220705586,21,1530
4aac4c21-daca-4d3b-abb9-c9efb54fea4a,40.4241415292484,-86.916004950455,22,1562.73
01f4d3e9-bd6a-4bca-ab3c-3b44e6831475,40.4065099489326,-86.8930096523769,25,1791.76
28e019d7-aabd-407a-8617-6fb357801f08,40.402701516001,-86.8603268128213,69,4163.63
28e019d7-aabd-407a-8617-6fb357801f08,40.4027652766752,-86.8604546384679,70,4176.56
fa3c48c4-e5ed-42ea-a149-8f48abc3adb2,40.4172827394576,-86.891915750893,6,594.09
01f4d3e9-bd6a-4bca-ab3c-3b44e6831475,40.3835438420501,-86.8987801312673,102,7505.55
cf98ced7-c172-4e65-98ed-b92c8d5118ed,40.3817896492487,-86.8756023782607,35,3373.45
cf98ced7-c172-4e65-98ed-b92c8d5118ed,40.3932976957141,-86.9135000952184,102,8156.63
cf98ced7-c172-4e65-98ed-b92c8d5118ed,40.3931005533398,-86.9109493142932,103,8373.61
cf98ced7-c172-4e65-98ed-b92c8d5118ed,40.3925923164968,-86.9048052173681,104,8896.65
cf98ced7-c172-4e65-98ed-b92c8d5118ed,40.3925099821843,-86.9034081390159,105,9015.24
01f4d3e9-bd6a-4bca-ab3c-3b44e6831475,40.3838244909796,-86.8425311467121,160,12814.87
e1d33256-6b3d-4dd2-9b32-5f76612e652a,40.4504651585117,-86.9246405269511,113,8882.56
0fd3c4b0-ae9d-40b2-a07c-715b3b3b553a,40.3836430224729,-86.8426031345524,161,12835.94
24732034-b22f-40df-870b-590d76e81a8c,40.3949437796768,-86.8370618215645,34,1658.45
13bf0b02-f652-4609-943f-dbc509710e91,40.4313630985654,-86.8448921279987,126,6361.81
9172832a-d99f-4400-b801-baf4cfd054b7,40.4471094397462,-86.9406839809772,38,1034.01
3fa1788a-9312-405f-9fad-405ff4e7cdb3,40.45193981583,-86.9030859357638,74,4540.65
9172832a-d99f-4400-b801-baf4cfd054b7,40.4491190979509,-86.9390806829885,3,218.11
c7cc28c1-7c0e-4520-ae19-cb46fb733b6b,40.4460969833193,-86.9435153569886,60,4176.74
24732034-b22f-40df-870b-590d76e81a8c,40.3929428006208,-86.8101575176204,110,9561.79
0bb04145-d02a-46c3-a800-6d0d42233c5c,40.472494094313,-86.924651128144,13,1353.96
1f1c7703-f37e-4cab-90b2-34b3f54726f7,40.468439552006,-86.9553934182405,46,3157.3
1f1c7703-f37e-4cab-90b2-34b3f54726f7,40.4674012035881,-86.9620964111842,61,4030.05
eb71757f-5a3d-4a11-adc1-1d0b0e65c723,40.3820091033074,-86.8490867837612,14,1122.4
e1d33256-6b3d-4dd2-9b32-5f76612e652a,40.41824428563,-86.8953314111259,5,381.88
d556586f-5536-47a5-9e1f-9ad30028e9c9,40.4607146548862,-86.9309549685826,229,9364.59
3bbf4832-650a-47e3-8118-13ea10ec264c,40.4351916189191,-86.8866680798999,25,2643.29
89055b80-8ef0-49cc-bbe3-6c7d5415021a,40.419899,-86.900407,17,1096.55
3fa1788a-9312-405f-9fad-405ff4e7cdb3,40.4361476928007,-86.8994546512381,46,2671.01
1f6ab1b9-203d-4800-9c2f-0575ebaff4a6,40.4266949907544,-86.9088933673308,185,7077.43
4aac4c21-daca-4d3b-abb9-c9efb54fea4a,40.4534302017825,-86.9554103295652,92,8904.18
a05e2688-6ec0-45d9-a447-37df08b14d0b,40.4264840306202,-86.847281628809,105,6380.07
1f6ab1b9-203d-4800-9c2f-0575ebaff4a6,40.4605874324042,-86.9307636784794,25,713.46
b60e3152-a76d-4f75-998c-5ccb6225d74b,40.3924431566178,-86.8477284469234,44,2509.98
d556586f-5536-47a5-9e1f-9ad30028e9c9,40.4227093067781,-86.8930990114712,3,337.86
93c1bdef-1567-4615-ab23-04d3cc324ca3,40.4319209017581,-86.8991573949991,31,2124.4
b60e3152-a76d-4f75-998c-5ccb6225d74b,40.3925476408149,-86.8493266216766,32,2148.16
28e019d7-aabd-407a-8617-6fb357801f08,40.3992694387202,-86.8556005861997,61,3607.67
afbfbe89-3824-47d8-a4f2-727023af88ac,40.4242082855363,-86.9191060731022,74,5288.56
28e019d7-aabd-407a-8617-6fb357801f08,40.3995257073349,-86.8558419226578,62,3642.71
0bb04145-d02a-46c3-a800-6d0d42233c5c,40.4608115828521,-86.924727822824,58,3908.62
dd423f77-d4ba-47f0-98c9-7d78e756d475,40.4030327739139,-86.8719191474866,58,3629.73
0a1d1408-7910-4fd5-b3f7-3ce7064b408b,40.4241225963196,-86.9170654593348,21,1851.57
0fd3c4b0-ae9d-40b2-a07c-715b3b3b553a,40.3815641611095,-86.8826083186135,126,8933.09
a05e2688-6ec0-45d9-a447-37df08b14d0b,40.4320962047384,-86.8667289913546,57,3799.15
a05e2688-6ec0-45d9-a447-37df08b14d0b,40.4148956778032,-86.8390217217921,144,8334.17
e0c92e87-ef25-4f24-8979-fce9c3bc02dd,40.4648078569598,-86.9620290784043,28,2441.93
0fd3c4b0-ae9d-40b2-a07c-715b3b3b553a,40.3818386492992,-86.8588956586837,146,10951.84
0fd3c4b0-ae9d-40b2-a07c-715b3b3b553a,40.4184068093495,-86.8942580695836,4,378.45
eb71757f-5a3d-4a11-adc1-1d0b0e65c723,40.3835909119546,-86.8986253527087,69,5386.49
1f6ab1b9-203d-4800-9c2f-0575ebaff4a6,40.4605552912534,-86.9305768531389,28,730.97
d556586f-5536-47a5-9e1f-9ad30028e9c9,40.4256216386983,-86.9011685804495,31,1778.07
